			Blood vs Lymphoid				Blood vs Gut-associated				Blood vs Non-lymphoid				Lymphoid vs Gut-associated				Lymphoid vs Non-lymphoid				Gut-associated vs Non-lymphoid			
mmu00600	Sphingolipid metabolism	45	0.389147214699468	0.349100255954988	0.929989064357765	FALSE	-0.291857942217592	0.614436273920502	0.999994014269548	FALSE	0.0548244359888471	0.478201573418008	0.927901066301168	FALSE	0.694485790727315	0.244603561096994	0.639900387512673	FALSE	0.0111000893637181	0.495584387405889	0.875314913813583	FALSE	-0.496073855467708	0.689435325276749	0.999995812659327	FALSE
mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series	26	0.381249882332511	0.352316676258402	0.929989064357765	FALSE	1.6166008767173	0.0570348379313122	0.270455521803319	FALSE	-0.128894019206822	0.551019365716168	0.954153030471674	FALSE	1.13616259828089	0.130773022081966	0.491237121410461	FALSE	0.0902559014636412	0.46423794609555	0.834489068748443	FALSE	1.87123484097272	0.033584746721821	0.223643881579399	FALSE
mmu00603	Glycosphingolipid biosynthesis - globo and isoglobo series	16	-0.433051954424628	0.665394902276109	0.99999993128858	FALSE	1.59845457651149	0.0621652183456779	0.281178064517374	FALSE	0.527327386107809	0.301177045740854	0.767346733931044	FALSE	0.907869216545011	0.185593316687794	0.573266987740246	FALSE	0.344204379249391	0.366762658866387	0.753894749658845	FALSE	0.0900558455490771	0.46446742977093	0.999995812659327	FALSE
mmu00604	Glycosphingolipid biosynthesis - ganglio series	15	-0.0119674155784809	0.504728484224357	0.99999993128858	FALSE	1.15516365589163	0.128917161278167	0.435651096733117	FALSE	0.228786887522792	0.41036335987662	0.856073374603092	FALSE	1.01616594375469	0.159171825803093	0.541294113980985	FALSE	-0.0998969375379675	0.53941659761171	0.899373419823969	FALSE	0.994150602614492	0.164530224904538	0.653689759245556	FALSE
mmu00620	Pyruvate metabolism	36	-0.885609743836955	0.810149796165923	0.99999993128858	FALSE	-0.174073027780512	0.568844638397183	0.982068884310928	FALSE	-1.66829033106049	0.948549983256035	0.999999746696441	FALSE	-0.235716100612126	0.592822593157595	0.999705178282398	FALSE	-2.14423518484004	0.98148359171815	0.999997205030346	FALSE	0.0589924269470869	0.476564320051933	0.999995812659327	FALSE
mmu00630	Glyoxylate and dicarboxylate metabolism	31	-0.712016659394797	0.760139457017423	0.99999993128858	FALSE	-1.94020112071942	0.970243426856434	0.999994014269548	FALSE	-2.05357187513197	0.976139721360446	0.999999746696441	FALSE	-1.68512528962393	0.950642110189283	0.999705178282398	FALSE	-0.147984699309151	0.558569268576136	0.909226642737821	FALSE	-1.16148721051219	0.874700749661214	0.999995812659327	FALSE
mmu00640	Propanoate metabolism	32	-1.58293337435874	0.939742304916442	0.99999993128858	FALSE	-1.06885630844883	0.85494806302049	0.999994014269548	FALSE	-1.9986242590428	0.973449244471081	0.999999746696441	FALSE	-1.21555251080458	0.885375831219385	0.999705178282398	FALSE	-1.60342378463572	0.941983432631948	0.999997205030346	FALSE	-0.934209465785709	0.822874860250697	0.999995812659327	FALSE
mmu00650	Butanoate metabolism	26	-0.545980348186141	0.706184155788002	0.99999993128858	FALSE	-0.44490458323761	0.670801757889186	0.999994014269548	FALSE	0.0637825843033373	0.47469885801308	0.92788884695952	FALSE	-1.23420390285355	0.888108432215279	0.999705178282398	FALSE	-1.43851880393044	0.920711956603508	0.999997205030346	FALSE	-1.13278160664704	0.867912836848061	0.999995812659327	FALSE
mmu00670	One carbon pool by folate	18	0.0858534707623855	0.466102457785683	0.99999993128858	FALSE	-0.224253649885556	0.587908802748664	0.982074931864245	FALSE	-0.778936111834357	0.778204788498797	0.999999746696441	FALSE	-0.111722855560152	0.544127664030566	0.984132133092319	FALSE	-1.2478344377529	0.888786997045438	0.999997205030346	FALSE	-0.577118738255316	0.716086152960277	0.999995812659327	FALSE
mmu00730	Thiamine metabolism	15	-0.787118585364357	0.778942274233751	0.99999993128858	FALSE	-0.215624898858579	0.584564812089838	0.982068884310928	FALSE	-1.21311205331291	0.878575444047359	0.999999746696441	FALSE	-1.7102359708342	0.946609128687897	0.999705178282398	FALSE	-2.13108977105133	0.975222539543726	0.999997205030346	FALSE	-1.48142833383555	0.922344061270933	0.999995812659327	FALSE
mmu00760	Nicotinate and nicotinamide metabolism	40	0.41811461140395	0.338507079595845	0.929989064357765	FALSE	0.0693679546436797	0.472437630224213	0.957908022661508	FALSE	-0.298525478555156	0.616937634845171	0.990928176929964	FALSE	-0.574759764746289	0.716320342167958	0.999705178282398	FALSE	-0.687987772582986	0.753006785970452	0.999997205030346	FALSE	0.719562004505463	0.236995302192632	0.815780750954598	FALSE
mmu00770	Pantothenate and CoA biosynthesis	20	0.665145958428445	0.256205030779154	0.8918270239464	FALSE	0.162524072306068	0.435934265182342	0.915461956882919	FALSE	0.292872107220153	0.385945257619093	0.831485003547017	FALSE	-0.590800735700344	0.72070241548331	0.999705178282398	FALSE	-0.931091553689684	0.820764946942258	0.999997205030346	FALSE	-0.256466372553829	0.600504377549675	0.999995812659327	FALSE
mmu00790	Folate biosynthesis	24	-1.10100132863584	0.860660621665335	0.99999993128858	FALSE	0.458155612106868	0.324559598407492	0.769520338159698	FALSE	-0.0459540165070981	0.518226782014525	0.954153030471674	FALSE	0.327811151142926	0.372374908666331	0.796163206671176	FALSE	-0.661487412725432	0.744147162494851	0.999997205030346	FALSE	0.275211365783049	0.392314691888091	0.999995812659327	FALSE
mmu00830	Retinol metabolism	77	0.672222560146007	0.251290074243061	0.887084237990566	FALSE	1.66330879626984	0.0491768136411542	0.245050562889819	FALSE	2.21556034760742	0.0141124399168217	0.117378775314975	FALSE	2.46319699200698	0.00747768425787605	0.0585561012817448	TRUE	0.943934167390937	0.173386456531027	0.488482997726835	FALSE	0.277121836148003	0.391031740476369	0.999995812659327	FALSE
mmu00860	Porphyrin and chlorophyll metabolism	39	0.475697564519511	0.317830706082435	0.927463367674689	FALSE	0.711715547291684	0.239410009338	0.639877661321564	FALSE	-0.137963172036292	0.554679655638249	0.954153030471674	FALSE	-1.32447806405423	0.9048110923903	0.999705178282398	FALSE	-1.42096121856632	0.919716170276937	0.999997205030346	FALSE	-1.56650383933516	0.938793674969244	0.999995812659327	FALSE
mmu00900	Terpenoid backbone biosynthesis	22	-1.49363303054882	0.9266113288425	0.99999993128858	FALSE	-0.0887222201221428	0.53509780316686	0.974871917111047	FALSE	-0.0940866937741458	0.537183303589123	0.954153030471674	FALSE	0.726987594206988	0.23570963809134	0.624790840635946	FALSE	-0.0223398962387252	0.508851163250659	0.877019946073195	FALSE	-0.087349977160203	0.534538465727946	0.999995812659327	FALSE
mmu00910	Nitrogen metabolism	17	0.0701394352035697	0.472303792643706	0.99999993128858	FALSE	-0.407920028681217	0.656758584056056	0.999994014269548	FALSE	2.31088673257624	0.0137692983383851	0.117378775314975	FALSE	0.410000691689197	0.342269001490574	0.781901582446615	FALSE	7.43465756840665	1.42361023454712e-08	1.04279449680576e-06	TRUE	4.4258832546801	5.35692334031323e-05	0.00156957853871178	TRUE
mmu00970	Aminoacyl-tRNA biosynthesis	44	-2.17155537820276	0.982831306116838	0.99999993128858	FALSE	-2.28778708117407	0.987114456456494	0.999994014269548	FALSE	-2.41482330816225	0.990489484164469	0.999999746696441	FALSE	-2.2301294504497	0.985323169845687	0.999705178282398	FALSE	-1.06377828422546	0.854349745303498	0.999997205030346	FALSE	-2.32551382029358	0.988488491906977	0.999995812659327	FALSE
mmu00980	Metabolism of xenobiotics by cytochrome P450	60	1.93358789734171	0.0279264936440947	0.282153884059302	FALSE	2.80103828933992	0.00298463815737455	0.0306817515126126	TRUE	1.12562442978649	0.131390182690641	0.44764329684137	FALSE	2.67120161109592	0.00432208581804385	0.039574098271464	TRUE	0.689944269584759	0.245814399773067	0.615586488320586	FALSE	1.42780516076997	0.0780519921235402	0.408379173074952	FALSE
mmu00982	Drug metabolism - cytochrome P450	60	2.04822205928044	0.0215770590037673	0.234151047707549	FALSE	3.65613354162481	0.000193371860073168	0.00406080906153654	TRUE	2.17979877716887	0.0157412937285925	0.123765557305091	FALSE	2.69328281694747	0.00408108868743617	0.039574098271464	TRUE	0.106542181078226	0.457669916247457	0.827761021361141	FALSE	1.65582950069754	0.0502938776563866	0.300736860271863	FALSE
mmu00983	Drug metabolism - other enzymes	83	1.62745683328467	0.0531157176973269	0.380049226179458	FALSE	2.03254505004574	0.0218648152824032	0.141669403288702	FALSE	1.26774381229493	0.103446427946254	0.38366839731965	FALSE	1.26179545955465	0.104407021870693	0.424878575112679	FALSE	0.116420567556147	0.453730848834265	0.827761021361141	FALSE	0.468877698085537	0.319891957360797	0.928003401056568	FALSE
mmu01040	Biosynthesis of unsaturated fatty acids	31	-0.596990369176792	0.723385762062661	0.99999993128858	FALSE	-0.0677140420469976	0.526878171123162	0.974871917111047	FALSE	-0.648951823011982	0.74045958551412	0.999999746696441	FALSE	-0.686716258024396	0.752521937625322	0.999705178282398	FALSE	-0.101497594634714	0.540237958665593	0.899373419823969	FALSE	-0.55622445054567	0.709897693082126	0.999995812659327	FALSE
mmu01200	Carbon metabolism	118	-2.12123354223089	0.982368123645048	0.99999993128858	FALSE	-2.55899352294972	0.994374105549221	0.999994014269548	FALSE	-1.97206402400957	0.974995725871371	0.999999746696441	FALSE	-1.69332065935084	0.954089846608777	0.999705178282398	FALSE	-1.10822275324669	0.865495080272275	0.999997205030346	FALSE	-1.41435884734914	0.920587866743277	0.999995812659327	FALSE
mmu01210	2-Oxocarboxylic acid metabolism	19	0.489927082876035	0.314456511727499	0.927463367674689	FALSE	-0.142701809921272	0.556289257262482	0.97809866967597	FALSE	0.631810566019506	0.266576738603764	0.710063494644572	FALSE	-1.04634153167976	0.848769700386952	0.999705178282398	FALSE	0.295666050475521	0.384596093728328	0.754587712377947	FALSE	-1.43774630082054	0.918254075735012	0.999995812659327	FALSE
mmu01212	Fatty acid metabolism	60	-1.96153479842407	0.973402355392168	0.99999993128858	FALSE	-1.73160248094111	0.95670575210451	0.999994014269548	FALSE	-1.85014660445295	0.966018923849927	0.999999746696441	FALSE	-1.58402859417317	0.941940142901016	0.999705178282398	FALSE	-1.57651212994662	0.940926512539903	0.999997205030346	FALSE	-2.09795245960045	0.980760506821683	0.999995812659327	FALSE
mmu01230	Biosynthesis of amino acids	75	0.408033044961885	0.341965417572795	0.929989064357765	FALSE	-0.482573696162952	0.684943864030894	0.999994014269548	FALSE	0.553823448456137	0.290301513895555	0.746125820801735	FALSE	-1.25970103989706	0.895056832473019	0.999705178282398	FALSE	0.790477573871078	0.215256868843294	0.558143916558277	FALSE	-0.630162348927159	0.735186979010382	0.999995812659327	FALSE
mmu01521	EGFR tyrosine kinase inhibitor resistance	78	-0.463686408393187	0.678231437292643	0.99999993128858	FALSE	-0.784734575747727	0.783073797304735	0.999994014269548	FALSE	-0.792278095113103	0.785260191659352	0.999999746696441	FALSE	-0.911098196160937	0.818165269799759	0.999705178282398	FALSE	-1.46202681836545	0.926887085885139	0.999997205030346	FALSE	-0.964322793127604	0.831796205529495	0.999995812659327	FALSE
mmu01522	Endocrine resistance	93	0.216915860290296	0.414258660464651	0.968167830391445	FALSE	1.17765270891339	0.120366607101999	0.414201507711489	FALSE	1.64011643069418	0.0515708451303548	0.252675103290089	FALSE	1.11765889430093	0.132808350309967	0.492567678997727	FALSE	1.35894253917425	0.0881759537427703	0.331225057008099	FALSE	-0.340634170767443	0.633115831075144	0.999995812659327	FALSE
mmu01523	Antifolate resistance	29	0.623332554982274	0.267852485007792	0.8918270239464	FALSE	0.009150093947983	0.496365971379725	0.962093884383491	FALSE	0.313014671206461	0.377716820584736	0.825903197248714	FALSE	-0.493585977147565	0.688160683228953	0.999705178282398	FALSE	0.145603144940755	0.442385334275048	0.821497385725001	FALSE	0.0762978771825272	0.469730935860016	0.999995812659327	FALSE
mmu01524	Platinum drug resistance	78	0.164479794320922	0.434786813545464	0.979942587452469	FALSE	1.2821057597161	0.100978905586662	0.387249608188756	FALSE	1.66885196192413	0.0487786448948417	0.252675103290089	FALSE	0.933629875415287	0.176141936186851	0.55678967857668	FALSE	0.891251042820405	0.187207717152534	0.50788760301567	FALSE	-0.125413929167995	0.549820126692355	0.999995812659327	FALSE
mmu02010	ABC transporters	46	-0.758509969819218	0.774716892807619	0.99999993128858	FALSE	1.1804373509405	0.120704255617125	0.414201507711489	FALSE	0.351754219150904	0.36292973011368	0.805594022146275	FALSE	0.986499983154939	0.163611648373842	0.544752420153816	FALSE	-1.21708531639527	0.886186818824308	0.999997205030346	FALSE	1.61910468773205	0.0550189877468144	0.310010834804166	FALSE
mmu03008	Ribosome biogenesis in eukaryotes	78	-3.32829300125999	0.999384971276619	0.99999993128858	FALSE	-2.30398446577013	0.988385122545728	0.999994014269548	FALSE	-2.82739940124826	0.997150176232502	0.999999746696441	FALSE	-1.37861162319883	0.914797422447735	0.999705178282398	FALSE	-2.78570962390557	0.99678612665412	0.999997205030346	FALSE	-2.22590701563722	0.986056545733455	0.999995812659327	FALSE
mmu03010	Ribosome	135	-0.585488108483081	0.72054054377273	0.99999993128858	FALSE	5.99647582553273	3.39751398229125e-09	2.49717277698407e-07	TRUE	-0.176961086468445	0.570138283004468	0.954153030471674	FALSE	7.4217141488345	8.6347839603723e-13	2.52999170038909e-10	TRUE	-4.52859420140106	0.999994416062916	0.999997205030346	FALSE	7.37963563707462	1.01985611720964e-12	2.98817842342426e-10	TRUE
mmu03013	RNA transport	170	-2.4232253606029	0.992023527046863	0.99999993128858	FALSE	-4.4674809972963	0.999994014269548	0.999994014269548	FALSE	-4.70925786666393	0.999997838426195	0.999999746696441	FALSE	-3.32088897072722	0.999495428648754	0.999705178282398	FALSE	-4.3325534439767	0.999989234558651	0.999997205030346	FALSE	-4.55301696995801	0.999995812659327	0.999995812659327	FALSE
mmu03015	mRNA surveillance pathway	87	-2.85122133061872	0.997474747002848	0.99999993128858	FALSE	-3.44957181500136	0.999626650503735	0.999994014269548	FALSE	-3.32305514715295	0.999388207416736	0.999999746696441	FALSE	-2.7333677832631	0.996438991707828	0.999705178282398	FALSE	-3.08450028137179	0.998724183887402	0.999997205030346	FALSE	-3.00996879345236	0.998448684500347	0.999995812659327	FALSE
mmu03018	RNA degradation	77	-2.86088102129128	0.997518290445005	0.99999993128858	FALSE	-1.89177025157407	0.969668258278635	0.999994014269548	FALSE	-2.81778977209912	0.997098559707268	0.999999746696441	FALSE	-0.682694603946184	0.752040957765667	0.999705178282398	FALSE	-1.42699963231149	0.921999882915742	0.999997205030346	FALSE	-1.95389828064137	0.973477132986588	0.999995812659327	FALSE
mmu03020	RNA polymerase	28	-1.60797881345874	0.941563164733362	0.99999993128858	FALSE	-1.87513935098079	0.965349088953102	0.999994014269548	FALSE	-1.59642442550769	0.940111979073205	0.999999746696441	FALSE	-1.31034217567598	0.90126365471056	0.999705178282398	FALSE	-1.34010023791029	0.905770796464196	0.999997205030346	FALSE	-2.21441178849969	0.983648054575546	0.999995812659327	FALSE
mmu03022	Basal transcription factors	41	-1.85954726310563	0.965926064005678	0.99999993128858	FALSE	-2.85967047985607	0.99686614405086	0.999994014269548	FALSE	-2.16546045713218	0.982732818112404	0.999999746696441	FALSE	-1.78868720255093	0.960386459659394	0.999705178282398	FALSE	-1.52066435462767	0.933401888315073	0.999997205030346	FALSE	-2.15800635080312	0.982484348907241	0.999995812659327	FALSE
mmu03030	DNA replication	35	-0.196065268181579	0.577384352492821	0.99999993128858	FALSE	-0.732759754768278	0.766538476064693	0.999994014269548	FALSE	-0.985744922138951	0.835701079093425	0.999999746696441	FALSE	-1.20740567638827	0.88379966545508	0.999705178282398	FALSE	-1.6168809127407	0.94413855594836	0.999997205030346	FALSE	-1.76342418448653	0.95791094176403	0.999995812659327	FALSE
mmu03040	Spliceosome	141	-4.0602105046625	0.999963308706486	0.99999993128858	FALSE	-3.07954363181141	0.998849045859113	0.999994014269548	FALSE	-2.6941206730237	0.99625388507955	0.999999746696441	FALSE	-3.49000498774584	0.999705178282398	0.999705178282398	FALSE	-3.62976410408167	0.999820450246373	0.999997205030346	FALSE	-3.16103902795831	0.999108984761493	0.999995812659327	FALSE
mmu03050	Proteasome	47	-3.55151380118886	0.999583852406445	0.99999993128858	FALSE	-1.53001189396776	0.935202063399874	0.999994014269548	FALSE	-2.44643390763351	0.991824255643361	0.999999746696441	FALSE	-0.352410267256635	0.637328859651961	0.999705178282398	FALSE	-1.92798896869691	0.971479587930724	0.999997205030346	FALSE	-0.882403146807943	0.809839737303178	0.999995812659327	FALSE
mmu03060	Protein export	27	-1.48452815487892	0.926716612173623	0.99999993128858	FALSE	-1.18474559676971	0.878234674147996	0.999994014269548	FALSE	-1.17466498264908	0.876121297078042	0.999999746696441	FALSE	-0.615864174266865	0.729471584353359	0.999705178282398	FALSE	-1.06989521817847	0.854546934155592	0.999997205030346	FALSE	-0.427265655803313	0.664446365319768	0.999995812659327	FALSE
mmu03320	PPAR signaling pathway	85	-1.48736327435764	0.930462919631954	0.99999993128858	FALSE	-0.987700187530959	0.837597598745463	0.999994014269548	FALSE	0.215329272416971	0.414888802708665	0.856073374603092	FALSE	0.0193501724949479	0.492292699850799	0.918737331568688	FALSE	0.79234341240219	0.214643089225329	0.558143916558277	FALSE	-1.20018715027197	0.883956575247355	0.999995812659327	FALSE
mmu03410	Base excision repair	34	-1.02293423474136	0.844266830138493	0.99999993128858	FALSE	-1.10301112510489	0.862680903851362	0.999994014269548	FALSE	-1.30290230682592	0.900663589756433	0.999999746696441	FALSE	-1.0954985514778	0.861094205724073	0.999705178282398	FALSE	-0.865101558022265	0.804646152218943	0.999997205030346	FALSE	-2.24552501735232	0.98534752373885	0.999995812659327	FALSE
mmu03420	Nucleotide excision repair	43	-1.35761929639317	0.910468237223363	0.99999993128858	FALSE	-2.25003281772083	0.985927253937955	0.999994014269548	FALSE	-1.88784254650877	0.96819989927594	0.999999746696441	FALSE	-1.96383115890471	0.97291918210629	0.999705178282398	FALSE	-2.03828214447484	0.977082087730539	0.999997205030346	FALSE	-2.05480643206176	0.977843664268357	0.999995812659327	FALSE
mmu03430	Mismatch repair	22	0.0918970943325405	0.463625754313368	0.99999993128858	FALSE	-0.501291011071594	0.690425675768511	0.999994014269548	FALSE	-0.067166829239059	0.526592968424221	0.954153030471674	FALSE	-1.51234729845012	0.930334615523328	0.999705178282398	FALSE	-0.765588379946183	0.77525889741256	0.999997205030346	FALSE	-1.46281969506553	0.923034758729511	0.999995812659327	FALSE
mmu03440	Homologous recombination	40	-1.23155097956556	0.888714454802649	0.99999993128858	FALSE	-0.0236040528546838	0.509385384349674	0.974871917111047	FALSE	-0.546150275427611	0.706738256098126	0.999999746696441	FALSE	-0.203964695330801	0.580531002534668	0.999705178282398	FALSE	-0.12947995670246	0.551336987328026	0.908943652593623	FALSE	0.277671611727386	0.391044452511406	0.999995812659327	FALSE
mmu03460	Fanconi anemia pathway	51	-0.798918067004786	0.7868095918315	0.99999993128858	FALSE	-0.649786964813885	0.741307670139157	0.999994014269548	FALSE	-0.637778037663189	0.737421447783821	0.999999746696441	FALSE	-0.592334561365166	0.722469202224183	0.999705178282398	FALSE	-0.379014276852403	0.647167542335512	0.984919982922169	FALSE	0.375759918603468	0.35398459385003	0.999995812659327	FALSE
mmu04010	MAPK signaling pathway	285	0.956864853821534	0.169523010261322	0.699580873331933	FALSE	2.4934495594192	0.00648292854999616	0.0501573945710229	TRUE	2.4866519846204	0.00661672461321628	0.0745653966027835	TRUE	2.11507284199194	0.0174670167378343	0.108890125620967	FALSE	1.59452371733633	0.0557147007954882	0.247599573250502	FALSE	0.988658265817165	0.161626832143444	0.653689759245556	FALSE
mmu04012	ErbB signaling pathway	81	-1.6503891049311	0.949360742778612	0.99999993128858	FALSE	-1.02758849084553	0.847124252192474	0.999994014269548	FALSE	-0.473013193719388	0.68156236936689	0.999999746696441	FALSE	0.353530452496485	0.362132319527291	0.796163206671176	FALSE	0.905258303618549	0.183504746437494	0.502494305665286	FALSE	-0.905608424243261	0.81674229555099	0.999995812659327	FALSE
mmu04014	Ras signaling pathway	222	-0.324315025703461	0.627073241251999	0.99999993128858	FALSE	-0.739550085327701	0.770016430776233	0.999994014269548	FALSE	-1.60522807631791	0.945357361496358	0.999999746696441	FALSE	0.317177673179759	0.375633372950655	0.796163206671176	FALSE	-1.38032230114432	0.915854843290395	0.999997205030346	FALSE	-0.49607491311097	0.689955800608669	0.999995812659327	FALSE
mmu04015	Rap1 signaling pathway	206	1.61834503103109	0.0531809497384225	0.380049226179458	FALSE	-0.159343674762593	0.563261671898062	0.979875334544558	FALSE	0.160159455754958	0.436418824894516	0.88186700478685	FALSE	-0.4565435774992	0.675879452258973	0.999705178282398	FALSE	-0.18631508183871	0.573851630877041	0.91878976965559	FALSE	-0.692070112375366	0.75535747938781	0.999995812659327	FALSE
mmu04020	Calcium signaling pathway	183	1.86721273415069	0.0313377751247381	0.286936503485884	FALSE	0.643646017366811	0.260106309085776	0.670800481326475	FALSE	0.93902048479003	0.174171508301601	0.52073726461601	FALSE	0.58024473068536	0.281054323364204	0.692829925076878	FALSE	1.8097735933234	0.0355784480332066	0.199091823983147	FALSE	0.297515552083323	0.383121329967315	0.999995812659327	FALSE
mmu04022	cGMP-PKG signaling pathway	162	0.585974427904533	0.27915168130201	0.919004973275156	FALSE	-0.0896942341317408	0.535706991830044	0.974871917111047	FALSE	0.470253105378773	0.319246885285517	0.768182629148172	FALSE	-0.433812851364431	0.667642221061145	0.999705178282398	FALSE	0.758054317803023	0.224494133781978	0.571972010418432	FALSE	-1.19769338400619	0.884035547542279	0.999995812659327	FALSE
mmu04024	cAMP signaling pathway	197	-0.0910783151652288	0.536260919071141	0.99999993128858	FALSE	1.04816945194925	0.147611823774893	0.487616586402457	FALSE	0.798522124919957	0.212539532559167	0.597004849303523	FALSE	1.6326378251147	0.0517170529629501	0.252335982993714	FALSE	1.80821798494112	0.0357014263121168	0.199091823983147	FALSE	0.150461045960533	0.440239135827962	0.999995812659327	FALSE
mmu04062	Chemokine signaling pathway	173	1.07967110508593	0.140540246477934	0.623913518455071	FALSE	1.28471110320574	0.0999253750560488	0.387249608188756	FALSE	1.62517796519506	0.0526047143368446	0.252675103290089	FALSE	1.5117495311815	0.0658283220322363	0.306153942149924	FALSE	2.4164989115949	0.00812136214663841	0.0743612221551579	TRUE	0.484071159129331	0.314341900750919	0.921021769200193	FALSE
mmu04064	NF-kappa B signaling pathway	99	1.90538632595238	0.0292287173066816	0.28546713902859	FALSE	2.62527122684351	0.00470566725038499	0.0384296158781441	TRUE	1.96236515878526	0.0255935571882387	0.178545529908427	FALSE	2.45314662887653	0.00759430665087475	0.0585561012817448	TRUE	1.30845502733577	0.0961792186960462	0.339524229854717	FALSE	2.48682200923902	0.00689225825973563	0.069635574831122	TRUE
mmu04066	HIF-1 signaling pathway	109	1.10441852266562	0.135393382872545	0.623913518455071	FALSE	1.26155290130587	0.104379840219116	0.388451557271142	FALSE	1.78171931285094	0.0383427637646927	0.224688595661099	FALSE	1.2981604876641	0.0979584639322592	0.422917050658021	FALSE	1.05132534323841	0.147266673192561	0.438150216334129	FALSE	-0.0884633822711596	0.53520479642433	0.999995812659327	FALSE
mmu04068	FoxO signaling pathway	128	0.898975910681022	0.184779124496536	0.751948381631736	FALSE	1.66161139511978	0.049094305736916	0.245050562889819	FALSE	1.57964507394191	0.0578661434674631	0.269123492634392	FALSE	1.80899719002413	0.0359845345467992	0.195249418929855	FALSE	1.51091150948466	0.0660755713591906	0.272678062087927	FALSE	0.890144052445818	0.187175759591529	0.703108943081001	FALSE
mmu04070	Phosphatidylinositol signaling system	94	-1.47479589984377	0.928715595657453	0.99999993128858	FALSE	-1.88883074070968	0.969519171463412	0.999994014269548	FALSE	-1.85399289595583	0.967073976515507	0.999999746696441	FALSE	-1.46552843650031	0.927690046053971	0.999705178282398	FALSE	-1.84278841197829	0.966340496608555	0.999997205030346	FALSE	-1.27191670365529	0.897341277644579	0.999995812659327	FALSE
mmu04071	Sphingolipid signaling pathway	116	-1.07906385744709	0.859133047143918	0.99999993128858	FALSE	-2.08409452192684	0.980812349757091	0.999994014269548	FALSE	-1.36826355188719	0.913654121342707	0.999999746696441	FALSE	-2.38882058046603	0.99113396063357	0.999705178282398	FALSE	-1.58650575261561	0.9428914458929	0.999997205030346	FALSE	-1.40109915926301	0.918733568754848	0.999995812659327	FALSE
mmu04072	Phospholipase D signaling pathway	143	0.421522775069858	0.336852635266154	0.929989064357765	FALSE	-0.390713238025689	0.651848846849533	0.999994014269548	FALSE	-0.134197498306947	0.553327864860649	0.954153030471674	FALSE	-0.336643749196927	0.631682859580341	0.999705178282398	FALSE	-0.953506873583489	0.829361419753727	0.999997205030346	FALSE	-1.7027104529819	0.955137135806039	0.999995812659327	FALSE
mmu04110	Cell cycle	122	1.41781339020117	0.0787972308720652	0.480991430114898	FALSE	1.49369653867129	0.0683327700275767	0.304391430122842	FALSE	1.80300975921457	0.0364162373673988	0.222290782263497	FALSE	0.317623878419358	0.375536089739674	0.796163206671176	FALSE	1.33979753138484	0.090819197426336	0.332625310573955	FALSE	-0.405868527269838	0.65740103895385	0.999995812659327	FALSE
mmu04114	Oocyte meiosis	114	-0.653871974174305	0.743068465070741	0.99999993128858	FALSE	-1.34885735072132	0.910612949399236	0.999994014269548	FALSE	0.0627052913636903	0.475028419945147	0.92788884695952	FALSE	-0.990539714265603	0.838500463915867	0.999705178282398	FALSE	-0.161698546562039	0.564154896650766	0.912388180086643	FALSE	-2.02352037569247	0.977794337777082	0.999995812659327	FALSE
mmu04115	p53 signaling pathway	71	1.58970919741258	0.0571414090543682	0.398629353641188	FALSE	2.71996857480933	0.00376395134257009	0.0330253534900349	TRUE	2.56338677955628	0.0058453880096925	0.0713624452849959	TRUE	2.23825618972567	0.0136331414624959	0.0951073916312215	TRUE	1.75189411777437	0.0412474398846215	0.207923164352516	FALSE	1.39274676533467	0.082988494851429	0.412129304940147	FALSE
mmu04120	Ubiquitin mediated proteolysis	139	-3.56124834453603	0.999768263388842	0.99999993128858	FALSE	-3.35058832865544	0.999530768044173	0.999994014269548	FALSE	-3.06758586406055	0.998780589437777	0.999999746696441	FALSE	-2.47278597101509	0.992977741972574	0.999705178282398	FALSE	-2.3930718751921	0.991258182559653	0.999997205030346	FALSE	-3.36394456549898	0.999551412770428	0.999995812659327	FALSE
mmu04130	SNARE interactions in vesicular transport	33	-0.524403753051314	0.699031564798528	0.99999993128858	FALSE	-1.34535774446475	0.908102165929124	0.999994014269548	FALSE	-0.350941084544494	0.636606363989772	0.997743134600397	FALSE	-1.75629342095215	0.957445068828896	0.999705178282398	FALSE	-1.30337827966318	0.90126796250778	0.999997205030346	FALSE	-1.42556780288858	0.919976650993335	0.999995812659327	FALSE
mmu04136	Autophagy - other	32	-1.92667831774725	0.969632967775617	0.99999993128858	FALSE	-1.6945399330132	0.951821042521854	0.999994014269548	FALSE	-1.9137773820998	0.96894216879954	0.999999746696441	FALSE	-1.4487051498589	0.923121037346683	0.999705178282398	FALSE	-1.66359196158361	0.948056391969001	0.999997205030346	FALSE	-1.24146025901045	0.890124666032639	0.999995812659327	FALSE
mmu04137	Mitophagy - animal	65	-1.05310066032311	0.852749168437274	0.99999993128858	FALSE	-0.0511325827168437	0.520350176194792	0.974871917111047	FALSE	-0.505609291900661	0.692997963498613	0.999999746696441	FALSE	0.605562074117198	0.272944746635141	0.689420782449107	FALSE	0.585265899749162	0.279714734999743	0.661510413839159	FALSE	-1.10143273811427	0.863540065041733	0.999995812659327	FALSE
